Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
Maruti Ritz VDi,Coimbatore,2013,61450,21.1,1248.0,73.9,5.0,7.88,8.776828125,False,False,True,False,False,False
Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016,18592,20.3,998.0,68.05,5.0,10.25,11.755047489823609,False,True,True,False,False,False
Chevrolet Enjoy 1.3 TCDi LTZ 7,Bangalore,2013,65137,18.2,1248.0,73.74,7.0,11.3,8.776828125,False,False,True,False,True,False
Volkswagen Polo Diesel Comfortline 1.2L,Pune,2011,83000,22.07,1199.0,73.9,5.0,10.15,6.850387931034483,False,False,True,False,True,False
Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,37000,22.32,1582.0,126.3,5.0,14.255,8.776828125,False,False,False,False,False,False
Honda BRV i-VTEC V CVT,Coimbatore,2017,14052,16.0,1497.0,117.3,7.0,15.73,13.831735395189003,False,True,False,False,False,False
Hyundai i10 Magna 1.2,Coimbatore,2011,45086,20.36,1197.0,78.9,5.0,10.25,6.850387931034483,False,True,True,False,False,False
Maruti Wagon R VXI BS IV,Bangalore,2016,25400,20.51,998.0,67.04,5.0,5.51,11.755047489823609,False,True,True,False,True,False
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2008,194500,12.8,2494.0,102.0,8.0,24.01,3.946744186046512,False,False,True,False,False,False
Toyota Innova 2.5 V Diesel 8-seater,Pune,2014,89000,12.8,2494.0,102.0,8.0,24.01,9.737121019108281,False,False,True,False,False,False
Hyundai Verna 1.4 CX,Kolkata,2012,50000,23.5,1396.0,88.7,5.0,14.255,7.416502636203866,False,False,True,False,False,False
Hyundai i20 Sportz AT 1.4,Pune,2012,76551,15.0,1396.0,98.6,5.0,10.25,7.416502636203866,False,True,False,False,False,False
Volkswagen Polo 1.2 MPI Highline,Mumbai,2017,9700,16.2,1199.0,74.0,5.0,10.15,13.831735395189003,False,True,True,False,False,False
Hyundai Verna 1.6 EX VTVT,Mumbai,2013,58000,17.01,1591.0,121.3,5.0,14.255,8.776828125,False,True,True,False,False,False
Hyundai i20 Magna Optional 1.2,Kolkata,2013,46000,18.5,1197.0,82.9,5.0,10.25,8.776828125,False,True,True,False,True,False
Hyundai Elantra CRDi SX,Bangalore,2014,72017,22.7,1582.0,126.24,5.0,21.77,9.737121019108281,False,False,True,False,False,False
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2015,54407,22.77,1498.0,98.59,5.0,11.685,11.309659863945578,False,False,True,False,False,False
Toyota Innova 2.5 VX (Diesel) 8 Seater,Hyderabad,2012,147000,12.99,2494.0,100.0,8.0,24.01,7.416502636203866,False,False,True,False,False,False
Audi Q3 35 TDI Quattro Premium Plus,Jaipur,2015,61000,15.73,1968.0,174.33,5.0,44.8,11.309659863945578,False,False,False,False,False,False
Skoda Rapid 1.6 MPI AT Style,Mumbai,2016,18856,14.3,1598.0,103.52,5.0,14.22,11.755047489823609,False,True,False,False,False,False
BMW X6 xDrive30d,Hyderabad,2011,76000,11.2,2993.0,241.0,4.0,55.07,6.850387931034483,False,False,False,False,False,False
Mahindra KUV 100 D75 K8 5Str,Delhi,2017,17700,25.32,1198.0,77.0,5.0,8.91,13.831735395189003,False,False,True,False,False,False
Nissan Micra Diesel XV,Kochi,2014,82267,23.08,1461.0,63.1,5.0,9.47,9.737121019108281,False,False,True,False,False,False
Honda City i VTEC CVT VX,Kochi,2018,27041,18.0,1497.0,117.3,5.0,13.58,15.88455782312925,False,True,False,False,False,False
Maruti Alto K10 VXI,Bangalore,2014,63000,24.07,998.0,67.1,5.0,4.7,9.737121019108281,False,True,True,False,True,False
Maruti Wagon R VXI Minor,Hyderabad,2008,61000,18.9,1061.0,67.0,5.0,5.51,3.946744186046512,False,True,True,False,False,False
Mahindra TUV 300 2015-2019 T8,Kochi,2018,28466,18.49,1493.0,100.0,7.0,18.865,15.88455782312925,False,False,True,False,False,False
Hyundai Santro LS zipPlus,Kolkata,2002,80000,0.0,1086.0,98.6,5.0,4.55,1.294,False,True,True,False,False,False
Hyundai EON Era Plus,Delhi,2013,35373,21.1,814.0,55.2,5.0,10.25,8.776828125,False,True,True,False,False,False
Tata New Safari DICOR 2.2 EX 4x2,Jaipur,2014,51000,11.57,2179.0,138.1,7.0,7.63,9.737121019108281,False,False,True,False,False,False
Audi A6 2011-2015 2.0 TDI,Mumbai,2013,49000,17.68,1968.0,174.33,5.0,67.1,8.776828125,False,False,False,False,False,False
Nissan Sunny Diesel XV,Kolkata,2015,41000,22.71,1461.0,84.8,5.0,11.33,11.309659863945578,False,False,True,False,False,False
Toyota Innova 2.5 G4 Diesel 7-seater,Bangalore,2011,82831,12.8,2494.0,102.0,7.0,24.01,6.850387931034483,False,False,True,False,True,False
Maruti Swift VDI BSIV,Hyderabad,2015,39736,25.2,1248.0,74.0,5.0,7.88,11.309659863945578,False,False,True,False,False,False
Renault Duster 110PS Diesel RxL,Mumbai,2014,26500,19.01,1461.0,108.45,5.0,15.05,9.737121019108281,False,False,True,False,False,False
Maruti Dzire VXI,Mumbai,2010,40000,22.0,1197.0,81.8,5.0,7.67,5.564925816023739,False,True,True,False,False,False
Jeep Compass 2.0 Limited Option 4X4,Coimbatore,2019,5752,16.3,1956.0,170.0,5.0,27.56,19.603564356435644,False,False,True,False,False,False
Nissan Terrano XV D Pre,Chennai,2015,54000,19.64,1461.0,108.5,5.0,17.0,11.309659863945578,False,False,True,False,True,False
Maruti Wagon R LXI,Kolkata,2014,54841,22.5,998.0,67.04,5.0,4.75,9.737121019108281,False,True,True,False,False,False
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,34000,22.7,1498.0,89.84,5.0,11.685,9.737121019108281,False,False,True,False,False,False
Honda Brio E MT,Ahmedabad,2012,16000,19.4,1198.0,86.8,5.0,6.62,7.416502636203866,False,True,True,False,False,False
Ford Fiesta 1.4 SXi TDCi,Pune,2009,134000,17.8,1399.0,98.6,5.0,11.685,5.177727272727273,False,False,True,False,False,False
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,24000,18.19,1968.0,174.5,5.0,40.73,13.831735395189003,False,False,False,False,False,False
Mahindra Xylo E8,Bangalore,2013,60000,14.0,2498.0,112.0,8.0,11.67,8.776828125,False,False,True,False,False,False
Hyundai EON 1.0 Era Plus,Kochi,2015,58469,20.3,998.0,68.05,5.0,10.25,11.309659863945578,False,True,True,False,False,False
Volkswagen Polo Diesel Highline 1.2L,Pune,2011,110000,22.07,1199.0,73.9,5.0,10.15,6.850387931034483,False,False,True,False,True,False
Hyundai Elantra 2.0 SX Option AT,Kochi,2018,21127,14.62,1999.0,149.92,5.0,21.77,15.88455782312925,False,True,False,False,False,False
Toyota Innova 2.0 V,Pune,2013,56000,12.4,1998.0,132.0,8.0,24.01,8.776828125,False,True,True,False,False,False
Mahindra Xylo H9,Mumbai,2014,101000,14.02,2179.0,118.3,8.0,11.67,9.737121019108281,False,False,True,False,False,False
Hyundai i20 1.2 Magna Executive,Hyderabad,2018,13664,18.6,1197.0,81.83,5.0,10.25,15.88455782312925,False,True,True,False,False,False
Renault Duster Adventure Edition,Mumbai,2014,65371,19.01,1461.0,108.45,5.0,15.05,9.737121019108281,False,False,True,False,False,False
Hyundai Verna VTVT 1.6 SX,Delhi,2014,70428,17.0,1591.0,121.3,5.0,11.47,9.737121019108281,False,True,True,False,False,False
Hyundai Verna 1.6 CRDI,Bangalore,2012,69010,22.32,1582.0,126.3,5.0,14.255,7.416502636203866,False,False,True,False,False,False
Maruti Alto 800 2016-2019 LXI,Kolkata,2017,68000,24.7,796.0,47.3,5.0,4.36,13.831735395189003,False,True,True,False,False,False
Nissan Sunny 2011-2014 Diesel XL,Kolkata,2012,45000,21.64,1461.0,84.8,5.0,11.33,7.416502636203866,False,False,True,False,False,False
Maruti Swift Dzire Vdi BSIV,Ahmedabad,2017,55945,19.3,1248.0,73.9,5.0,7.88,13.831735395189003,False,False,True,False,False,False
Chevrolet Sail Hatchback LS ABS,Hyderabad,2013,70000,22.1,1248.0,76.9,5.0,11.3,8.776828125,False,False,True,False,False,False
Maruti Wagon R LXI,Mumbai,2014,12000,18.9,998.0,67.1,5.0,5.51,9.737121019108281,False,True,True,False,False,False
Toyota Corolla Altis VL AT,Coimbatore,2019,10660,14.28,1798.0,138.03,5.0,21.085,19.603564356435644,False,True,False,False,False,False
Toyota Etios G,Delhi,2012,52052,16.78,1496.0,88.73,5.0,8.525,7.416502636203866,False,True,True,False,False,False
Mercedes-Benz New C-Class 220 CDI AT,Chennai,2012,62940,14.84,2143.0,170.0,5.0,49.49,7.416502636203866,False,False,False,False,True,False
Hyundai Santro Xing GL Plus,Kolkata,2012,102000,17.92,1086.0,62.1,5.0,4.55,7.416502636203866,False,True,True,False,False,False
Volkswagen Vento Diesel Highline,Chennai,2012,60000,20.54,1598.0,103.6,5.0,13.23,7.416502636203866,False,False,True,False,False,False
Nissan Sunny 2011-2014 XL AT Special Edition,Pune,2013,66000,17.97,1498.0,99.6,5.0,11.33,8.776828125,False,True,False,False,False,False
Honda Brio 1.2 VX MT,Hyderabad,2012,41000,18.5,1198.0,86.8,5.0,7.08,7.416502636203866,False,True,True,False,False,False
Honda CR-V 2.4 4WD AT,Chennai,2005,135000,10.1,2354.0,152.0,5.0,33.51,2.041607142857143,False,True,False,False,False,True
Honda City 1.5 S AT,Pune,2012,72000,16.8,1497.0,116.4,5.0,13.58,7.416502636203866,False,True,False,False,False,False
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,2014,55000,11.78,2143.0,167.62,5.0,49.49,9.737121019108281,False,False,False,False,False,False
Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,2016,37354,18.88,999.0,123.37,5.0,11.685,11.755047489823609,False,True,True,False,False,False
Mercedes-Benz GLE 250d,Delhi,2016,21000,17.9,2143.0,201.15,5.0,77.92,11.755047489823609,False,False,False,False,False,False
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,66508,18.12,1995.0,190.0,5.0,67.87,11.309659863945578,False,False,False,False,False,False
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Hyderabad,2013,88000,11.3,2987.0,254.8,7.0,49.49,8.776828125,False,False,False,False,False,False
Toyota Fortuner 4x4 MT TRD Sportivo,Bangalore,2012,52000,12.55,2982.0,169.0,7.0,37.17,7.416502636203866,False,False,True,False,False,False
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2017,41372,17.9,2143.0,136.0,5.0,43.07,13.831735395189003,False,False,False,False,False,False
Skoda Rapid 1.5 TDI AT Ambition,Jaipur,2017,50000,21.72,1498.0,108.4,5.0,14.86,13.831735395189003,False,False,False,False,True,False
Maruti Swift VDI BSIV,Kolkata,2012,72000,17.8,1248.0,98.6,5.0,7.88,7.416502636203866,False,False,True,False,False,False
Honda Amaze S i-Dtech,Kolkata,2013,51637,25.8,1498.0,98.6,5.0,8.54,8.776828125,False,False,True,False,False,False
Toyota Corolla Altis G,Mumbai,2009,48233,14.53,1798.0,138.1,5.0,21.085,5.177727272727273,False,True,True,False,False,False
Hyundai Grand i10 Asta,Chennai,2016,58000,18.9,1197.0,82.0,5.0,7.45,11.755047489823609,False,True,True,False,True,False
Honda Jazz 1.2 V CVT i VTEC,Chennai,2015,44550,19.0,1199.0,88.7,5.0,9.6,11.309659863945578,False,True,False,False,False,False
Hyundai Verna 1.6 SX,Ahmedabad,2013,60001,22.32,1582.0,126.32,5.0,14.255,8.776828125,False,False,True,False,False,False
Toyota Fortuner 4x2 AT,Delhi,2014,150000,12.55,2982.0,168.5,7.0,37.17,9.737121019108281,False,False,False,False,False,False
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Delhi,2015,33000,11.5,2987.0,210.0,5.0,86.97,11.309659863945578,False,False,False,False,False,False
Mahindra TUV 300 P4,Kolkata,2016,27000,0.0,1622.1462422882782,98.6,4.0,18.865,11.755047489823609,False,False,True,False,False,False
Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,62766,20.14,1498.0,88.8,5.0,10.15,11.309659863945578,False,False,True,False,False,False
Maruti Wagon R LXI BS IV,Delhi,2010,73575,18.9,998.0,67.1,5.0,5.51,5.564925816023739,False,True,True,False,False,False
Honda Amaze SX i-DTEC,Pune,2015,63000,25.8,1498.0,98.6,5.0,8.54,11.309659863945578,False,False,True,False,False,False
Toyota Innova Crysta 2.8 ZX AT,Jaipur,2017,27270,11.36,2755.0,171.5,7.0,26.14,13.831735395189003,False,False,False,False,False,False
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,41737,19.27,2143.0,170.0,5.0,49.49,11.755047489823609,False,False,False,False,False,False
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,28358,19.27,2143.0,167.62,5.0,49.49,15.88455782312925,False,False,False,False,False,False
Maruti Ritz VDi ABS,Pune,2012,75500,21.1,1248.0,73.9,5.0,7.88,7.416502636203866,False,False,True,False,True,False
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,9900,18.7,1199.0,88.7,5.0,9.6,11.755047489823609,False,True,True,False,False,False
Honda Brio S MT,Mumbai,2014,17000,19.4,1198.0,86.8,5.0,6.62,9.737121019108281,False,True,True,False,False,False
BMW 5 Series 520d Sedan,Bangalore,2009,150000,18.48,1622.1462422882782,98.6,4.0,67.87,5.177727272727273,False,False,False,False,True,False
Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,68178,21.38,1396.0,88.7,5.0,16.06,11.309659863945578,False,False,True,False,False,False
Hyundai Getz GLE,Hyderabad,2009,52008,15.3,1341.0,83.0,5.0,10.25,5.177727272727273,False,True,True,False,False,False
Chevrolet Beat Diesel LS,Kolkata,2013,76000,25.44,936.0,56.3,5.0,11.3,8.776828125,False,False,True,False,False,False
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,48222,17.68,1968.0,174.33,5.0,67.1,11.309659863945578,False,False,False,False,False,False
Hyundai Xcent 1.2 Kappa SX Option,Delhi,2016,100000,19.1,1197.0,82.0,5.0,8.23,11.755047489823609,False,True,True,False,False,False
Maruti Swift Dzire VDi,Delhi,2010,68000,19.3,1248.0,73.9,5.0,7.88,5.564925816023739,False,False,True,False,False,False
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2015,76115,13.5,2477.0,175.56,7.0,32.41,11.309659863945578,False,False,False,False,False,False
Maruti Swift 1.3 VXi,Kolkata,2015,36009,16.1,1622.1462422882782,98.6,4.0,7.88,11.309659863945578,False,True,True,False,False,False
Toyota Fortuner 4x2 AT,Hyderabad,2013,142000,12.55,2982.0,168.5,7.0,37.17,8.776828125,False,False,False,False,False,False
Volvo S60 D5 Kinetic,Hyderabad,2011,70000,13.2,2400.0,215.0,5.0,45.67,6.850387931034483,False,False,False,False,False,False
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,34224,19.67,1582.0,126.2,5.0,16.06,11.755047489823609,False,False,True,False,False,False
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Ahmedabad,2012,50000,14.21,2143.0,203.0,5.0,86.97,7.416502636203866,False,False,False,False,True,False
Honda Mobilio V i DTEC,Mumbai,2015,30000,24.2,1498.0,98.6,7.0,13.58,11.309659863945578,False,False,True,False,False,False
Renault Captur 1.5 Diesel RXL,Bangalore,2018,22000,20.37,1461.0,108.45,5.0,15.05,15.88455782312925,False,False,True,False,False,False
Hyundai EON Sportz,Kolkata,2017,4000,21.1,814.0,55.2,5.0,10.25,13.831735395189003,False,True,True,False,False,False
Volvo XC90 2007-2015 D5 AWD,Delhi,2014,22230,11.1,2400.0,200.0,7.0,45.67,9.737121019108281,False,False,True,False,False,False
Maruti A-Star AT VXI,Bangalore,2011,46000,16.98,998.0,66.1,5.0,7.88,6.850387931034483,False,True,False,False,False,False
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2013,88700,14.21,2143.0,203.0,5.0,86.97,8.776828125,False,False,False,False,False,False
Hyundai Grand i10 Sportz,Hyderabad,2015,56000,18.9,1197.0,82.0,5.0,7.45,11.309659863945578,False,True,True,False,False,False
Audi A3 35 TDI Attraction,Ahmedabad,2014,84004,20.38,1968.0,143.0,5.0,42.89,9.737121019108281,False,False,False,False,False,False
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16000,14.69,2993.0,258.0,5.0,67.87,11.309659863945578,False,False,False,False,False,False
Mahindra XUV500 W6 2WD,Jaipur,2015,85009,16.0,2179.0,140.0,7.0,18.865,11.309659863945578,False,False,True,False,True,False
Ford Ecosport 1.0 Ecoboost Titanium,Mumbai,2014,86000,18.88,999.0,123.37,5.0,11.685,9.737121019108281,False,True,True,False,False,False
Chevrolet Enjoy TCDi LS 7 Seater,Coimbatore,2015,93442,18.2,1248.0,73.8,7.0,11.3,11.309659863945578,False,False,True,False,False,False
Mahindra Scorpio S10 8 Seater,Chennai,2015,65000,15.4,2179.0,120.0,8.0,18.865,11.309659863945578,False,False,True,False,False,False
Hyundai i20 2015-2017 1.2 Magna,Pune,2013,67000,18.5,1197.0,80.0,5.0,10.25,8.776828125,False,True,True,False,False,False
Renault Pulse RxZ,Coimbatore,2014,31513,23.08,1461.0,63.12,5.0,15.05,9.737121019108281,False,False,True,False,False,False
Maruti Swift Dzire ZDI,Coimbatore,2017,75724,26.59,1248.0,74.0,5.0,7.88,13.831735395189003,False,False,True,False,False,False
Hyundai EON Magna Plus,Kolkata,2013,69000,21.1,814.0,55.2,5.0,10.25,8.776828125,False,True,True,False,False,False
Nissan Micra XL,Mumbai,2010,65000,18.06,1198.0,75.0,5.0,9.47,5.564925816023739,False,True,True,False,False,False
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,27000,18.19,1968.0,174.5,5.0,40.73,13.831735395189003,False,False,False,False,False,False
Maruti Swift VXI,Chennai,2014,56049,18.6,1197.0,85.8,5.0,7.88,9.737121019108281,False,True,True,False,False,False
Skoda Rapid 1.6 TDI Ambition,Pune,2012,96987,20.5,1598.0,103.5,5.0,14.22,7.416502636203866,False,False,True,False,False,False
Fiat Punto 1.4 Emotion,Jaipur,2010,65000,14.6,1622.1462422882782,98.6,4.0,8.6,5.564925816023739,False,True,True,False,False,True
Hyundai i10 Sportz 1.2,Bangalore,2010,69000,20.36,1197.0,78.9,5.0,10.25,5.564925816023739,False,True,True,False,False,False
Honda Jazz 1.5 S i DTEC,Bangalore,2015,33500,27.3,1498.0,98.6,5.0,9.6,11.309659863945578,False,False,True,False,False,False
Toyota Innova 2.5 VX (Diesel) 8 Seater,Chennai,2012,93000,12.99,2494.0,100.0,8.0,24.01,7.416502636203866,False,False,True,False,False,False
Volvo XC60 D4 SUMMUM,Ahmedabad,2013,64000,14.7,1984.0,181.0,5.0,45.67,8.776828125,False,False,False,False,False,False
Maruti Ciaz ZDi Plus SHVS,Kochi,2017,48045,28.09,1248.0,88.5,5.0,11.11,13.831735395189003,False,False,True,False,False,False
Mitsubishi Pajero 2.8 SFX,Hyderabad,2009,94000,10.5,2835.0,107.2,6.0,33.21,5.177727272727273,False,False,True,False,False,False
Maruti Alto LXi,Chennai,2011,60000,19.7,796.0,46.3,5.0,4.36,6.850387931034483,False,True,True,False,False,False
Maruti Swift 1.3 VXi,Pune,2010,115000,16.1,1622.1462422882782,98.6,4.0,7.88,5.564925816023739,False,True,True,False,True,False
BMW 3 Series 320d,Bangalore,2011,56000,13.2,1995.0,170.0,5.0,54.43,6.850387931034483,False,False,False,False,False,False
Hyundai i20 1.4 CRDi Asta,Pune,2012,98472,23.0,1396.0,90.0,5.0,10.25,7.416502636203866,False,False,True,False,False,False
Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,37800,19.67,1582.0,126.2,5.0,16.06,11.755047489823609,False,False,True,False,False,False
Maruti Omni 5 Seater BSIV,Coimbatore,2016,63617,14.0,796.0,35.0,5.0,7.88,11.755047489823609,False,True,True,False,False,False
Hyundai Verna CRDi SX ABS,Ahmedabad,2011,68000,18.1,1493.0,110.0,5.0,14.255,6.850387931034483,False,False,True,False,False,False
Maruti Baleno Sigma 1.2,Kochi,2017,11282,21.4,1197.0,83.1,5.0,8.8,13.831735395189003,False,True,True,False,False,False
Honda Amaze S i-Dtech,Chennai,2013,75000,25.8,1498.0,98.6,5.0,8.54,8.776828125,False,False,True,False,False,False
BMW X3 xDrive20d Advantage Edition,Coimbatore,2014,78984,16.09,1995.0,184.0,5.0,69.59,9.737121019108281,False,False,False,False,False,False
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,71000,14.67,1798.0,177.46,5.0,33.36,11.755047489823609,False,True,False,False,False,False
Honda Brio 1.2 VX MT,Kochi,2014,43814,18.5,1198.0,86.8,5.0,6.63,9.737121019108281,False,True,True,False,False,False
Hyundai i10 Magna,Kolkata,2011,60000,20.36,1197.0,78.9,5.0,10.25,6.850387931034483,False,True,True,False,False,False
Hyundai Santro Xing XL,Jaipur,2007,85000,0.0,1086.0,98.6,5.0,4.55,3.2141129032258067,False,True,True,False,True,False
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,65438,17.68,1968.0,174.33,5.0,67.1,11.309659863945578,False,False,False,False,False,False
Renault Duster 85PS Diesel RxL,Mumbai,2014,28215,19.87,1461.0,83.8,5.0,15.05,9.737121019108281,False,False,True,False,False,False
Honda WRV i-DTEC VX,Kochi,2019,15053,25.5,1498.0,98.6,5.0,12.05,19.603564356435644,False,False,True,False,False,False
Honda Mobilio RS Option i DTEC,Bangalore,2015,38000,24.5,1498.0,98.6,7.0,13.58,11.309659863945578,False,False,True,False,False,False
Volkswagen Polo Petrol Highline 1.2L,Kochi,2012,64213,16.47,1198.0,73.9,5.0,10.15,7.416502636203866,False,True,True,False,False,False
Mercedes-Benz E-Class E 220 d,Delhi,2017,15000,12.6,1950.0,191.34,5.0,86.97,13.831735395189003,False,True,False,False,False,False
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2011,82000,13.5,2987.0,282.0,5.0,49.49,6.850387931034483,False,False,False,False,False,False
Hyundai Accent GLX,Pune,2009,60000,13.2,1495.0,94.0,5.0,10.25,5.177727272727273,False,True,True,False,True,False
Maruti Swift Dzire VXi,Chennai,2012,158000,17.5,1298.0,85.8,5.0,7.88,7.416502636203866,False,True,True,False,False,False
Hyundai i10 Magna,Chennai,2007,73000,20.36,1197.0,78.9,5.0,10.25,3.2141129032258067,False,True,True,False,False,False
Honda Brio 1.2 S MT,Coimbatore,2013,71601,18.5,1198.0,86.8,5.0,6.38,8.776828125,False,True,True,False,False,False
Maruti Ritz VDi,Hyderabad,2015,82328,21.1,1248.0,73.9,5.0,7.88,11.309659863945578,False,False,True,False,False,False
